"";"price";"room_type";"minimum_nights";"reviews_per_month";"neighbourhood_group";"neighbourhood";"within1km";"within5km"
"2759";30;"Private room";3;NA;"Brooklyn";"Flatbush";15;513
"2760";43;"Private room";30;0,58;"Manhattan";"Harlem";132;711
"2761";80;"Private room";1;NA;"Brooklyn";"Williamsburg";214;2267
"2762";50;"Private room";4;0,05;"Brooklyn";"Crown Heights";97;1504
"2763";180;"Entire home/apt";2;3,52;"Brooklyn";"Greenpoint";142;2227
"2764";50;"Private room";7;NA;"Queens";"Flushing";15;140
"2765";150;"Entire home/apt";3;1,67;"Manhattan";"Murray Hill";171;2035
"2766";33;"Private room";29;NA;"Brooklyn";"Bedford-Stuyvesant";169;2031
"2767";75;"Private room";3;0,04;"Brooklyn";"Clinton Hill";130;2140
"2768";78;"Private room";2;1;"Manhattan";"East Village";246;2060
"2769";225;"Entire home/apt";3;0,19;"Brooklyn";"Fort Greene";124;2205
"2770";38;"Private room";30;0,08;"Queens";"Far Rockaway";3;17
"2771";225;"Entire home/apt";3;NA;"Manhattan";"Greenwich Village";181;1800
"2772";325;"Entire home/apt";1;5,85;"Brooklyn";"Williamsburg";185;2524
"2773";99;"Entire home/apt";1;0,06;"Brooklyn";"Bushwick";157;1695
"2774";232;"Entire home/apt";29;0,29;"Manhattan";"Chelsea";159;1820
"2775";60;"Private room";7;0,02;"Manhattan";"Upper East Side";111;1621
"2776";125;"Entire home/apt";31;0,04;"Manhattan";"East Village";214;2300
"2777";49;"Private room";2;3,2;"Queens";"Astoria";38;1090
"2778";60;"Private room";1;1,53;"Queens";"Springfield Gardens";8;56
"2779";107;"Entire home/apt";4;0,06;"Manhattan";"Hell's Kitchen";170;1489
"2780";32;"Shared room";14;NA;"Manhattan";"Lower East Side";95;2159
"2781";65;"Private room";27;0,44;"Brooklyn";"Williamsburg";185;2123
"2782";75;"Entire home/apt";1;0,55;"Manhattan";"Washington Heights";49;446
"2783";80;"Entire home/apt";2;0,74;"Manhattan";"Harlem";129;782
"2784";999;"Private room";1;2,43;"Manhattan";"West Village";160;1607
"2785";700;"Entire home/apt";1;0,42;"Brooklyn";"Bedford-Stuyvesant";114;1698
"2786";115;"Entire home/apt";14;NA;"Brooklyn";"Bushwick";127;1503
"2787";140;"Entire home/apt";1;5,7;"Bronx";"Concourse Village";8;501
"2788";250;"Entire home/apt";90;0,08;"Manhattan";"Midtown";159;1923
"2789";300;"Entire home/apt";1;0,06;"Manhattan";"Nolita";246;1972
"2790";169;"Entire home/apt";2;3,58;"Brooklyn";"Bushwick";87;1290
"2791";64;"Entire home/apt";30;0,15;"Brooklyn";"Flatbush";18;582
"2792";50;"Private room";1;0,02;"Manhattan";"Inwood";22;225
"2793";250;"Entire home/apt";7;1,72;"Manhattan";"East Village";249;2060
"2794";34;"Shared room";30;NA;"Brooklyn";"Bedford-Stuyvesant";142;1935
"2795";305;"Entire home/apt";30;NA;"Manhattan";"Murray Hill";146;2092
"2796";250;"Entire home/apt";3;0,53;"Manhattan";"Lower East Side";79;2276
"2797";55;"Private room";8;NA;"Manhattan";"Morningside Heights";119;877
"2798";149;"Entire home/apt";31;0,58;"Manhattan";"Harlem";118;705
"2799";587;"Private room";1;0,16;"Manhattan";"Midtown";122;1856
"2800";60;"Private room";30;0,27;"Queens";"Woodside";25;793
"2801";425;"Entire home/apt";3;NA;"Brooklyn";"Greenpoint";70;2394
"2802";250;"Entire home/apt";3;0,97;"Manhattan";"Harlem";137;1077
"2803";218;"Entire home/apt";5;2,1;"Manhattan";"Midtown";115;2094
"2804";400;"Private room";7;1,23;"Manhattan";"Midtown";144;1991
"2805";142;"Entire home/apt";30;0,32;"Manhattan";"Upper West Side";71;1340
"2806";55;"Private room";2;2,54;"Manhattan";"Washington Heights";65;542
"2807";150;"Entire home/apt";3;2,09;"Brooklyn";"Crown Heights";146;1800
"2808";30;"Private room";3;NA;"Brooklyn";"Bay Ridge";8;131
"2809";199;"Entire home/apt";7;0,06;"Brooklyn";"Williamsburg";193;2240
"2810";370;"Entire home/apt";3;0,96;"Manhattan";"Midtown";120;2089
"2811";150;"Entire home/apt";3;1,89;"Brooklyn";"South Slope";71;939
"2812";75;"Entire home/apt";5;0,27;"Manhattan";"Harlem";121;674
"2813";110;"Private room";1;0,28;"Queens";"Ridgewood";97;1444
"2814";250;"Entire home/apt";1;4,15;"Queens";"Jamaica Estates";9;134
"2815";49;"Private room";1;1,83;"Manhattan";"Upper West Side";107;1084
"2816";180;"Entire home/apt";2;1,22;"Manhattan";"Midtown";173;2021
"2817";110;"Entire home/apt";3;4;"Brooklyn";"Bedford-Stuyvesant";128;1556
"2818";109;"Private room";2;2,87;"Brooklyn";"Crown Heights";94;1629
"2819";75;"Entire home/apt";1;NA;"Queens";"Ditmars Steinway";35;649
"2820";37;"Private room";2;0,03;"Brooklyn";"Bedford-Stuyvesant";76;2384
"2821";150;"Entire home/apt";3;0,04;"Queens";"Sunnyside";32;1358
"2822";75;"Private room";1;2,45;"Queens";"Jackson Heights";7;274
"2823";70;"Private room";4;NA;"Brooklyn";"Crown Heights";128;1740
"2824";110;"Private room";1;0,19;"Manhattan";"Morningside Heights";101;866
"2825";48;"Private room";90;NA;"Brooklyn";"Williamsburg";154;2184
"2826";100;"Entire home/apt";14;0,04;"Brooklyn";"Greenpoint";143;2378
"2827";220;"Entire home/apt";3;NA;"Manhattan";"Hell's Kitchen";216;1633
"2828";95;"Entire home/apt";14;0,08;"Brooklyn";"Crown Heights";93;1606
"2829";238;"Entire home/apt";30;0,16;"Manhattan";"Midtown";154;1742
"2830";295;"Entire home/apt";2;1;"Brooklyn";"Williamsburg";163;2203
"2831";80;"Private room";14;NA;"Queens";"Woodside";24;689
"2832";110;"Private room";2;1,37;"Brooklyn";"Greenpoint";132;2345
"2833";85;"Private room";1;0,1;"Manhattan";"Harlem";117;815
"2834";60;"Private room";3;0,26;"Brooklyn";"Crown Heights";53;1501
"2835";60;"Private room";1;0,45;"Queens";"Jamaica";3;60
"2836";100;"Entire home/apt";3;0,02;"Brooklyn";"Williamsburg";245;2343
"2837";450;"Entire home/apt";1;0,03;"Manhattan";"East Village";270;2024
"2838";550;"Entire home/apt";2;0,25;"Manhattan";"Upper West Side";94;1102
"2839";39;"Private room";7;0,41;"Brooklyn";"Bushwick";122;1569
"2840";77;"Private room";2;5,14;"Manhattan";"Harlem";154;966
"2841";85;"Shared room";1;4,44;"Manhattan";"Hell's Kitchen";204;1506
"2842";80;"Private room";2;1,73;"Manhattan";"Harlem";124;697
"2843";99;"Entire home/apt";2;1,31;"Brooklyn";"Bedford-Stuyvesant";133;1668
"2844";65;"Private room";4;0,64;"Queens";"Ridgewood";79;1319
"2845";219;"Entire home/apt";3;0,11;"Brooklyn";"Williamsburg";248;2532
"2846";208;"Entire home/apt";13;0,02;"Manhattan";"Lower East Side";264;2102
"2847";76;"Private room";1;1,72;"Brooklyn";"Bedford-Stuyvesant";164;1693
"2848";81;"Private room";1;0,66;"Brooklyn";"Red Hook";14;862
"2849";449;"Entire home/apt";3;2,82;"Brooklyn";"Prospect Heights";123;1921
"2850";135;"Private room";2;1,2;"Manhattan";"Chelsea";129;1666
"2851";90;"Private room";2;1,78;"Manhattan";"East Harlem";53;1331
"2852";60;"Private room";1;0,46;"Brooklyn";"Bedford-Stuyvesant";177;1723
"2853";10;"Private room";5;NA;"Brooklyn";"Bushwick";158;1571
"2854";82;"Entire home/apt";14;NA;"Brooklyn";"Prospect-Lefferts Gardens";65;1216
"2855";150;"Entire home/apt";3;NA;"Brooklyn";"Downtown Brooklyn";60;1979
"2856";75;"Entire home/apt";1;0,14;"Manhattan";"Harlem";115;661
"2857";113;"Entire home/apt";2;0,84;"Manhattan";"Harlem";155;1021
"2858";55;"Private room";2;0,07;"Brooklyn";"Greenpoint";123;2450
"2859";130;"Entire home/apt";10;0,65;"Brooklyn";"Sunset Park";20;369
"2860";200;"Private room";1;NA;"Staten Island";"Mariners Harbor";1;10
"2861";78;"Private room";5;0,46;"Manhattan";"Harlem";149;978
"2862";119;"Entire home/apt";3;4,86;"Brooklyn";"South Slope";67;969
"2863";199;"Entire home/apt";2;3,14;"Manhattan";"Hell's Kitchen";213;1626
"2864";35;"Private room";5;0,22;"Brooklyn";"Bedford-Stuyvesant";171;1824
"2865";109;"Private room";1;2,87;"Manhattan";"Upper East Side";103;1706
"2866";228;"Private room";1;0,22;"Manhattan";"Lower East Side";315;2162
"2867";140;"Entire home/apt";5;0,19;"Manhattan";"Upper East Side";116;1552
"2868";145;"Entire home/apt";4;3,66;"Manhattan";"Harlem";122;721
"2869";650;"Entire home/apt";2;0,51;"Manhattan";"SoHo";162;1797
"2870";62;"Entire home/apt";2;3,22;"Bronx";"Pelham Gardens";6;63
"2871";1000;"Entire home/apt";1;0,4;"Manhattan";"Tribeca";118;1715
"2872";260;"Entire home/apt";2;2;"Manhattan";"Midtown";155;1880
"2873";44;"Private room";2;0,75;"Brooklyn";"Prospect-Lefferts Gardens";83;1146
"2874";145;"Entire home/apt";7;0,23;"Manhattan";"Gramercy";180;2043
"2875";195;"Entire home/apt";30;5,1;"Manhattan";"Financial District";98;1591
"2876";35;"Private room";3;4,09;"Brooklyn";"Crown Heights";89;1586
"2877";49;"Private room";2;2,53;"Brooklyn";"Flatlands";6;256
"2878";275;"Entire home/apt";3;0,19;"Manhattan";"East Harlem";146;989
"2879";65;"Private room";1;0,59;"Queens";"Sunnyside";38;1257
"2880";100;"Private room";2;1,32;"Bronx";"Concourse Village";10;602
"2881";139;"Entire home/apt";3;0,69;"Bronx";"Parkchester";2;63
"2882";50;"Private room";30;0,81;"Manhattan";"Inwood";22;215
"2883";155;"Private room";1;0,11;"Brooklyn";"Bushwick";162;1578
"2884";50;"Private room";3;0,13;"Brooklyn";"Bedford-Stuyvesant";145;1870
"2885";85;"Private room";1;3,7;"Queens";"Elmhurst";26;337
"2886";115;"Private room";2;4,94;"Manhattan";"East Village";230;2240
"2887";121;"Private room";1;0,44;"Brooklyn";"Greenpoint";74;2398
"2888";83;"Private room";2;0,77;"Queens";"Richmond Hill";2;106
"2889";2000;"Private room";6;NA;"Manhattan";"East Harlem";142;986
"2890";34;"Private room";30;NA;"Queens";"Elmhurst";19;321
"2891";285;"Private room";1;1,39;"Manhattan";"Midtown";131;1694
"2892";45;"Private room";2;0,81;"Queens";"Woodhaven";4;193
"2893";220;"Entire home/apt";1;1,79;"Manhattan";"Chelsea";159;1843
"2894";150;"Private room";1;0,4;"Brooklyn";"Bedford-Stuyvesant";165;1701
"2895";390;"Entire home/apt";2;3,04;"Manhattan";"Financial District";96;1335
"2896";38;"Private room";1;0,7;"Brooklyn";"Crown Heights";63;1563
"2897";80;"Entire home/apt";8;0,13;"Manhattan";"Washington Heights";80;615
"2898";100;"Private room";1;0,33;"Brooklyn";"Crown Heights";93;1671
"2899";100;"Entire home/apt";2;0,1;"Brooklyn";"Sunset Park";41;857
"2900";120;"Entire home/apt";6;0,16;"Brooklyn";"Williamsburg";232;2312
"2901";72;"Private room";3;0,49;"Queens";"Sunnyside";32;1117
"2902";205;"Entire home/apt";30;0,11;"Manhattan";"Financial District";92;1760
"2903";125;"Entire home/apt";2;3,69;"Brooklyn";"Bedford-Stuyvesant";136;1716
"2904";70;"Entire home/apt";5;0,05;"Brooklyn";"Bushwick";165;1597
"2905";175;"Private room";2;NA;"Manhattan";"Upper West Side";75;1347
"2906";129;"Private room";1;5,39;"Manhattan";"Upper West Side";67;1311
"2907";799;"Private room";2;0,03;"Manhattan";"Midtown";147;2054
"2908";70;"Private room";2;0,81;"Queens";"Rego Park";15;246
"2909";125;"Entire home/apt";2;0,53;"Brooklyn";"Bedford-Stuyvesant";146;2155
"2910";230;"Entire home/apt";2;2,57;"Manhattan";"Financial District";95;1344
"2911";202;"Entire home/apt";29;NA;"Manhattan";"Murray Hill";159;2060
"2912";350;"Entire home/apt";3;0,59;"Brooklyn";"Carroll Gardens";59;1573
"2913";69;"Private room";1;6,29;"Queens";"Astoria";56;1093
"2914";94;"Private room";7;0,28;"Manhattan";"Chinatown";171;2015
"2915";90;"Private room";3;0,05;"Brooklyn";"Bedford-Stuyvesant";154;2004
"2916";169;"Entire home/apt";1;2;"Brooklyn";"Kensington";26;658
"2917";190;"Entire home/apt";4;1,54;"Brooklyn";"Williamsburg";174;2061
"2918";50;"Private room";1;NA;"Staten Island";"St. George";4;37
"2919";100;"Private room";1;0,2;"Manhattan";"Upper East Side";117;1445
"2920";177;"Private room";10;0,51;"Manhattan";"Harlem";138;895
"2921";90;"Private room";2;1,27;"Manhattan";"Inwood";24;226
"2922";134;"Entire home/apt";6;0,09;"Brooklyn";"Greenpoint";98;2443
"2923";239;"Entire home/apt";30;NA;"Manhattan";"Gramercy";156;2085
"2924";125;"Entire home/apt";6;NA;"Brooklyn";"Clinton Hill";150;2269
"2925";50;"Private room";30;NA;"Brooklyn";"Borough Park";12;495
"2926";55;"Private room";2;0,49;"Queens";"Jamaica";6;61
"2927";225;"Entire home/apt";3;1,51;"Brooklyn";"Fort Greene";102;2325
"2928";170;"Entire home/apt";2;0,32;"Brooklyn";"Williamsburg";229;2470
"2929";100;"Entire home/apt";6;0,03;"Manhattan";"Chinatown";139;1766
"2930";190;"Entire home/apt";31;0,07;"Manhattan";"Little Italy";238;2003
"2931";80;"Entire home/apt";1;0,11;"Manhattan";"Lower East Side";231;2247
"2932";65;"Private room";2;2,36;"Queens";"Rego Park";16;256
"2933";150;"Private room";1;7;"Manhattan";"Upper West Side";102;1050
"2934";80;"Private room";1;5,66;"Manhattan";"Washington Heights";81;618
"2935";420;"Entire home/apt";3;3,1;"Manhattan";"Greenwich Village";207;1811
"2936";217;"Entire home/apt";29;NA;"Manhattan";"Theater District";226;1663
"2937";50;"Private room";2;2,76;"Manhattan";"Washington Heights";91;640
"2938";78;"Private room";1;NA;"Manhattan";"Washington Heights";76;631
"2939";209;"Entire home/apt";1;4,47;"Brooklyn";"Carroll Gardens";50;1367
"2940";90;"Private room";14;0,23;"Manhattan";"Financial District";93;1429
"2941";195;"Entire home/apt";3;0,42;"Manhattan";"Kips Bay";171;2068
"2942";135;"Entire home/apt";2;0,53;"Manhattan";"Morningside Heights";99;863
"2943";160;"Entire home/apt";14;0,03;"Brooklyn";"Williamsburg";212;2174
"2944";95;"Private room";3;1,07;"Brooklyn";"Williamsburg";201;2191
"2945";45;"Shared room";10;NA;"Queens";"Astoria";54;767
"2946";40;"Private room";3;0,02;"Manhattan";"Morningside Heights";95;857
"2947";99;"Entire home/apt";1;1;"Queens";"Rockaway Beach";4;18
"2948";55;"Private room";4;NA;"Brooklyn";"Prospect Heights";124;1909
"2949";85;"Private room";4;0,08;"Brooklyn";"Williamsburg";196;2129
"2950";80;"Private room";5;0,18;"Brooklyn";"Williamsburg";162;2503
"2951";130;"Entire home/apt";6;0,15;"Brooklyn";"Flatbush";77;1084
"2952";65;"Private room";1;NA;"Queens";"Queens Village";3;49
"2953";100;"Private room";2;1,19;"Manhattan";"East Village";233;2073
"2954";189;"Entire home/apt";3;1,88;"Queens";"Bay Terrace";2;52
"2955";120;"Entire home/apt";2;0,85;"Brooklyn";"Bushwick";168;1643
"2956";1800;"Shared room";3;0,13;"Queens";"Astoria";51;1246
"2957";150;"Entire home/apt";1;1,96;"Brooklyn";"Bay Ridge";12;170
"2958";130;"Entire home/apt";3;2,36;"Brooklyn";"Williamsburg";255;2504
"2959";85;"Entire home/apt";1;NA;"Brooklyn";"Flatbush";74;1065
"2960";150;"Private room";1;0,4;"Queens";"Richmond Hill";3;125
"2961";83;"Entire home/apt";1;0,05;"Manhattan";"Murray Hill";149;2084
"2962";265;"Entire home/apt";3;1,01;"Brooklyn";"Williamsburg";226;2545
"2963";85;"Entire home/apt";15;NA;"Manhattan";"Harlem";98;668
"2964";80;"Entire home/apt";1;5,45;"Queens";"East Elmhurst";13;308
"2965";295;"Entire home/apt";2;2,99;"Brooklyn";"Boerum Hill";69;1926
"2966";107;"Entire home/apt";30;0,29;"Queens";"Astoria";45;891
"2967";95;"Private room";1;NA;"Queens";"Ditmars Steinway";36;781
"2968";75;"Private room";4;2,26;"Brooklyn";"Bedford-Stuyvesant";159;1683
"2969";125;"Entire home/apt";4;1,05;"Manhattan";"Lower East Side";264;2087
"2970";89;"Entire home/apt";10;0,09;"Brooklyn";"Sunset Park";22;429
"2971";62;"Private room";2;0,13;"Brooklyn";"Williamsburg";151;1972
"2972";85;"Private room";1;2,31;"Queens";"Flushing";18;111
"2973";175;"Entire home/apt";29;NA;"Manhattan";"Theater District";228;1661
"2974";90;"Private room";1;NA;"Brooklyn";"Gowanus";60;989
"2975";60;"Private room";2;0,94;"Brooklyn";"Crown Heights";139;1817
"2976";70;"Entire home/apt";2;0,02;"Brooklyn";"Bedford-Stuyvesant";150;2060
"2977";650;"Entire home/apt";5;NA;"Manhattan";"SoHo";192;1874
"2978";275;"Entire home/apt";2;0,24;"Manhattan";"Upper East Side";109;1682
"2979";90;"Entire home/apt";7;0,15;"Manhattan";"Inwood";31;264
"2980";68;"Entire home/apt";2;0,11;"Brooklyn";"Bushwick";165;1575
"2981";100;"Entire home/apt";1;0,09;"Queens";"Kew Gardens";4;129
"2982";100;"Entire home/apt";2;4,37;"Brooklyn";"Bushwick";130;1467
"2983";75;"Entire home/apt";4;4,31;"Staten Island";"Tompkinsville";6;46
"2984";215;"Entire home/apt";30;0,48;"Manhattan";"West Village";146;1661
"2985";200;"Entire home/apt";7;0,27;"Brooklyn";"Greenpoint";222;2468
"2986";50;"Private room";6;0,16;"Manhattan";"Lower East Side";138;2184
"2987";799;"Entire home/apt";5;0,55;"Manhattan";"Murray Hill";170;1986
"2988";256;"Entire home/apt";2;2,67;"Manhattan";"Financial District";91;1347
"2989";109;"Private room";1;4,58;"Manhattan";"Upper West Side";63;1318
"2990";95;"Private room";2;0,19;"Brooklyn";"Bedford-Stuyvesant";154;1986
"2991";160;"Entire home/apt";1;1,12;"Manhattan";"Little Italy";191;1920
"2992";65;"Private room";1;0,72;"Manhattan";"East Harlem";68;1259
"2993";120;"Entire home/apt";2;0,12;"Brooklyn";"South Slope";68;1032
"2994";66;"Entire home/apt";3;NA;"Brooklyn";"Bushwick";82;1207
"2995";72;"Private room";5;NA;"Brooklyn";"Bedford-Stuyvesant";140;2201
"2996";164;"Entire home/apt";3;NA;"Manhattan";"East Village";252;2234
"2997";200;"Entire home/apt";1;0,41;"Brooklyn";"Williamsburg";293;2409
"2998";999;"Entire home/apt";7;0,02;"Manhattan";"Little Italy";234;1981
"2999";79;"Private room";7;NA;"Manhattan";"Theater District";182;1698
"3000";99;"Private room";3;0,42;"Manhattan";"Harlem";153;984
"3001";302;"Private room";3;NA;"Manhattan";"Theater District";201;1686
"3002";53;"Private room";2;0,13;"Brooklyn";"Greenpoint";82;2442
"3003";250;"Entire home/apt";7;0,7;"Brooklyn";"Williamsburg";285;2464
"3004";100;"Private room";3;NA;"Queens";"Astoria";42;1123
"3005";50;"Private room";21;0,3;"Manhattan";"East Harlem";85;1135
"3006";200;"Entire home/apt";3;2,28;"Manhattan";"Murray Hill";168;1998
"3007";48;"Private room";2;1,83;"Brooklyn";"Bushwick";81;1243
"3008";85;"Private room";2;3,35;"Manhattan";"Lower East Side";284;2209
"3009";234;"Entire home/apt";2;1,36;"Manhattan";"Financial District";93;1372
"3010";175;"Entire home/apt";3;3,8;"Manhattan";"Upper West Side";58;1386
"3011";31;"Private room";3;1,27;"Queens";"Elmhurst";25;430
"3012";60;"Private room";1;0,04;"Brooklyn";"Williamsburg";304;2433
"3013";150;"Entire home/apt";30;0,1;"Manhattan";"Murray Hill";170;2045
"3014";100;"Entire home/apt";1;1,28;"Brooklyn";"Williamsburg";222;2330
"3015";35;"Private room";2;4,95;"Brooklyn";"Bushwick";82;1321
"3016";110;"Entire home/apt";2;NA;"Queens";"Kew Gardens Hills";5;139
"3017";150;"Entire home/apt";2;1,27;"Brooklyn";"Navy Yard";61;2401
"3018";70;"Private room";1;0,03;"Manhattan";"Lower East Side";325;2176
"3019";239;"Entire home/apt";3;4,53;"Manhattan";"Theater District";187;1689
"3020";125;"Private room";3;NA;"Queens";"Rosedale";5;25
"3021";100;"Private room";1;0,52;"Brooklyn";"Bushwick";156;1970
"3022";40;"Private room";7;0,39;"Brooklyn";"Flatbush";31;679
"3023";160;"Entire home/apt";30;NA;"Manhattan";"Upper East Side";103;1885
"3024";78;"Private room";1;0,5;"Manhattan";"Upper West Side";98;1372
"3025";200;"Entire home/apt";2;1;"Brooklyn";"Williamsburg";167;2117
"3026";100;"Entire home/apt";2;0,26;"Manhattan";"East Harlem";76;796
"3027";175;"Entire home/apt";3;0,38;"Manhattan";"West Village";170;1685
"3028";62;"Private room";2;0,37;"Brooklyn";"Bushwick";135;1515
"3029";100;"Private room";21;NA;"Manhattan";"Chelsea";166;1869
"3030";39;"Private room";2;2,01;"Brooklyn";"Sheepshead Bay";10;196
"3031";120;"Entire home/apt";20;NA;"Brooklyn";"Williamsburg";196;2240
"3032";190;"Entire home/apt";3;1;"Manhattan";"Midtown";146;1981
"3033";190;"Entire home/apt";30;1,36;"Manhattan";"Upper West Side";63;1309
"3034";30;"Private room";1;0,67;"Queens";"Jamaica";9;97
"3035";100;"Private room";1;NA;"Manhattan";"Upper East Side";109;1527
"3036";85;"Entire home/apt";30;0,05;"Manhattan";"Midtown";119;2081
"3037";175;"Entire home/apt";2;0,27;"Brooklyn";"Williamsburg";274;2427
"3038";350;"Entire home/apt";1;0,14;"Manhattan";"Upper West Side";72;1338
"3039";129;"Private room";1;1,02;"Queens";"Sunnyside";23;1341
"3040";22;"Shared room";5;NA;"Brooklyn";"Bay Ridge";8;154
"3041";150;"Private room";2;0,26;"Brooklyn";"Bedford-Stuyvesant";152;2013
"3042";69;"Private room";5;0,65;"Queens";"Astoria";52;793
"3043";110;"Private room";3;1,71;"Manhattan";"Hell's Kitchen";212;1607
"3044";75;"Private room";1;NA;"Brooklyn";"Crown Heights";45;1425
"3045";247;"Entire home/apt";2;2,13;"Manhattan";"Financial District";97;1397
"3046";399;"Entire home/apt";3;0,14;"Manhattan";"Midtown";168;1640
"3047";80;"Private room";5;0,24;"Manhattan";"SoHo";186;1869
"3048";120;"Entire home/apt";5;2,86;"Brooklyn";"Crown Heights";58;1469
"3049";100;"Private room";2;0,18;"Brooklyn";"Williamsburg";268;2519
"3050";50;"Private room";1;0,07;"Brooklyn";"Williamsburg";260;2521
"3051";190;"Entire home/apt";30;NA;"Manhattan";"Midtown";102;2071
"3052";380;"Entire home/apt";25;NA;"Manhattan";"Chelsea";148;1766
"3053";40;"Private room";27;NA;"Brooklyn";"Bedford-Stuyvesant";140;1831
"3054";140;"Private room";5;1,37;"Manhattan";"Upper West Side";57;1143
"3055";300;"Entire home/apt";3;0,17;"Manhattan";"Tribeca";94;1661
"3056";60;"Private room";30;NA;"Manhattan";"Lower East Side";149;2080
"3057";200;"Private room";30;0,49;"Manhattan";"Lower East Side";236;2118
"3058";80;"Entire home/apt";3;2,55;"Staten Island";"Grant City";1;21
"3059";105;"Entire home/apt";2;0,9;"Manhattan";"Harlem";120;715
"3060";110;"Entire home/apt";1;NA;"Manhattan";"Upper East Side";93;1404
"3061";70;"Private room";1;NA;"Queens";"Rosedale";5;26
"3062";450;"Entire home/apt";20;1,71;"Manhattan";"West Village";170;1751
